job_title,job_type,position_level,city,experience,skills,job_fields,salary,salary_min,salary_max,unit,avg_salary
chuyên viên tập sự ub cn gia lai,thực tập,"sinh viên, thực tập sinh",gia lai,không yêu cầu,chuyên viên tập sự ub cn. gia lai cnlt.,"ngân hàng, đầu tư, kinh doanh, bán hàng, tài chính","2,5 tr - 15 tr vnd",2.5,15.0,vnd,8.75
middle mobile developer,nhân viên chính thức,nhân viên,hà nội,trên 3 năm,middle mobile developer flutter,cntt - phần mềm,20 tr - 28 tr vnd,20.0,28.0,vnd,24.0
senior digital planner,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,Unknown,"giải trí, đối ngoại, truyền thông, quảng cáo",lên đến 23 tr vnd,0.0,23.0,vnd,11.5
sales audit ＆ traning manager,nhân viên chính thức,quản lý,hồ chí minh,5 - 7 năm,"manager, sales audit ＆ traning manager gt, general traditional sales manager, coordinator, associates accountant, purchasing staff, gt channel sales manager, staff, supervisor, executive, specialist","bán sỉ, bán hàng, bán lẻ, kinh doanh",30 tr - 40 tr vnd,30.0,40.0,vnd,35.0
nhân viên digital marketing,nhân viên chính thức,nhân viên,hà nội,1 - 5 năm,"marketer, marketing executive, chuyên viên pr marketing, online marketing executive, nhân viên marketing, marketing specialist","marketing, y tế, thẩm mỹ, làm đẹp, thương mại điện tử, tiếp thị, chăm sóc sức khỏe",8 tr - 18 tr vnd,8.0,18.0,vnd,13.0
sales engineer,nhân viên chính thức,nhân viên,hồ chí minh,lên đến 1 năm,"service engineer, kỹ sư bán hàng","hóa học, dinh dưỡng, công nghệ thực phẩm, kinh doanh, bán hàng",8 tr - 10 tr vnd,8.0,10.0,vnd,9.0
retail channel manager quản lý chuỗi bán lẻ,nhân viên chính thức,"trưởng nhóm , giám sát",bình dương,3 - 5 năm,"manager, retail channel manager, officier, quản lý chuỗi bán lẻ, coordinator, associates accountant, nhân viên mua hàng staff, purchasing staff, staff, supervisor, executive, purchasing, specialist","marketing, bán sỉ, bán lẻ, kinh doanh, tiếp thị, bán hàng","1,000 - 1,300 usd",25.0,32.5,usd,28.75
thực tập sinh net developer,thực tập,"sinh viên, thực tập sinh",hồ chí minh,không yêu cầu,Unknown,cntt - phần mềm,1 tr - 3 tr vnd,1.0,3.0,vnd,2.0
ai leader,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,3 - 5 năm,Unknown,cntt - phần mềm,30 tr - 30 tr vnd,30.0,30.0,vnd,30.0
chuyên viên lập trình software developer,nhân viên chính thức,nhân viên,hà nội,1 - 3 năm,".net, web developer, angular, lập trình viên, lập trình, software developer (.net, angular), chuyên viên lập trình software developer .net, web programmer","cntt - phần cứng, mạng, cntt - phần mềm",15 tr - 25 tr vnd,15.0,25.0,vnd,20.0
digital marketing specialist,nhân viên chính thức,nhân viên,hồ chí minh,3 - 5 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, digital marketing specialist, nhân viên marketing, marketing specialist","marketing, truyền thông, đối ngoại, quảng cáo, tiếp thị, giáo dục, đào tạo",trên 25 tr vnd,25.0,0.0,vnd,12.5
customer support laboratory service for clinic hospital nhân viên hỗ trợ khách hàng dịch vụ xét nghiệm cho phòng khám bệnh viện,nhân viên chính thức,nhân viên,hồ chí minh,1 - 5 năm,"customer service representative, nhân viên hỗ trợ khách hàng dịch vụ xét nghiệm cho phòng khám bệnh viện, customer support laboratory service for clinic & hospital, customer care staff, customer service executive, nhân viên chăm sóc khách hàng, customer service staff, customer services, nhân viên dịch vụ khách hàng","thư ký, y tế, thẩm mỹ, hành chính, làm đẹp, kinh doanh, bán hàng, chăm sóc sức khỏe",12 tr - 18 tr vnd,12.0,18.0,vnd,15.0
trưởng bộ phận ai bigdata,nhân viên chính thức,"trưởng nhóm , giám sát",hà nội,trên 3 năm,Unknown,cntt - phần mềm,35 tr - 45 tr vnd,35.0,45.0,vnd,40.0
digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,trên 3 năm,"ui designer, chuyên viên thiết kế web, web designer, graphic designer, nhân viên thiết kế web, ux designer, digital marketing biết thiết kế web","marketing, truyền thông, nghệ thuật, thiết kế, đối ngoại, quảng cáo, mỹ thuật, tiếp thị",15 tr - 17 tr vnd,15.0,17.0,vnd,16.0
it business analyst,nhân viên chính thức,nhân viên,hồ chí minh,2 - 3 năm,"hệ thống thông tin quản lý, it business support analyst, phân tích hệ thống kinh doanh, web product mananger, chuyên viên phân tích hệ thống, it product mananger",cntt - phần mềm,10 tr - 19 tr vnd,10.0,19.0,vnd,14.5
nhân viên triển khai sản xuất làm việc tại kcn hải sơn long an,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,"kế toán, quản lý công nghiệp, triển khai sản phẩm, cơ khí, kỹ thuật hệ thống công nghiệp, triển khai sản xuất, giá thành kế hoạch","mới tốt nghiệp, kế toán, thực tập, kiểm toán, vận hành sản xuất, sản xuất",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
data analyst,nhân viên chính thức,nhân viên,hồ chí minh,trên 1 năm,Unknown,ngành khác,14 tr - 17 tr vnd,14.0,17.0,vnd,15.5
hr admin trainee,thực tập,"sinh viên, thực tập sinh",hồ chí minh,không yêu cầu,"human resource, recruitment, hr admin staff, admin trainee","quản lý điều hành, thư ký, hành chính, nhân sự",4 tr - 5 tr vnd,4.0,5.0,vnd,4.5
training specialist,nhân viên chính thức,nhân viên,hồ chí minh,1 - 3 năm,Unknown,"nhân sự, giáo dục, dịch vụ khách hàng, đào tạo",14 tr - 16 tr vnd,14.0,16.0,vnd,15.0
nvkd khách đoàn du lịch nước ngoài chi nhánh saigontourist nha trang,nhân viên chính thức,nhân viên,khánh hòa,chưa có kinh nghiệm,Unknown,"tư vấn, bán hàng, du lịch, kinh doanh",trên 5 tr vnd,5.0,0.0,vnd,2.5
senior recruitment consultant,nhân viên chính thức,nhân viên,hà nội,3 - 7 năm,"sourcing, recruitment agency background, hiring project, technical recruitment, hiring plan, stakeholder management, talent acquistion, corporate talent acquisition specialist, interview",nhân sự,15 tr - 25 tr vnd,15.0,25.0,vnd,20.0
video editor,"nhân viên chính thức, bán thời gian",nhân viên,hà nội,2 - 3 năm,"nhân viên media, video editor, biên tập viên, nhân viên quay dựng video, nhân viên biên tập tin nội bộ","truyền hình, marketing, biên tập, tiếp thị, báo chí",12 tr - 18 tr vnd,12.0,18.0,vnd,15.0
nhân viên digital maketing,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"digital marketer, digital marketing officer, nhân viên digital marketing, digital marketing staff, chuyên viên digital marketing","marketing, truyền thông, y tế, đối ngoại, thẩm mỹ, quảng cáo, làm đẹp, tiếp thị, chăm sóc sức khỏe",15 tr - 30 tr vnd,15.0,30.0,vnd,22.5
chuyên viên khách hàng doanh nghiệp cn thanh oai,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,chuyên viên khách hàng doanh nghiệp cn. thanh oai cnlt.,"bán sỉ, bảo hiểm, bán lẻ, ngân hàng",5 tr - 15 tr vnd,5.0,15.0,vnd,10.0
nhân viên data kho phú diễn bắc từ liêm,nhân viên chính thức,nhân viên,hà nội,trên 1 năm,"data, nhân viên data kho phú diễn bắc từ liêm, kho vận","thư ký, kế toán, hành chính, kiểm toán, vận hành sản xuất, sản xuất",7 tr - 9 tr vnd,7.0,9.0,vnd,8.0
dms cum data analyst executive,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,"dms, distributor management system, dms cum data analyst, dms executive","kế toán, cntt - phần cứng, kiểm toán, mạng",15 tr - 18 tr vnd,15.0,18.0,vnd,16.5
supplier quality engineer,nhân viên chính thức,nhân viên,đồng nai,5 - 7 năm,Unknown,"vận hành sản xuất, sản xuất, qc), quản lý chất lượng (qa",25 tr - 40 tr vnd,25.0,40.0,vnd,32.5
production engineer,nhân viên chính thức,nhân viên,bắc ninh,1 - 8 năm,kỹ sư sản xuất bo mạch điện tử dạng dẻo fpc,"điện, cơ khí, điện tử, điện lạnh, tự động hóa, điện công nghiệp, ô tô, vận hành sản xuất, sản xuất",10 tr - 25 tr vnd,10.0,25.0,vnd,17.5
quản lý clinic long thành đồng nai,nhân viên chính thức,quản lý,đồng nai,2 - 5 năm,Unknown,"y tế, thẩm mỹ, làm đẹp, dịch vụ khách hàng, chăm sóc sức khỏe",30 tr - 60 tr vnd,30.0,60.0,vnd,45.0
giáo viên tiếng anh dạy tại các trường đại học khu vực hai bà trưng hà nội,nhân viên chính thức,nhân viên,hà nội,lên đến 1 năm,"english teacher, giáo viên tiếng anh dạy tại các trường đại học khu vực hai bà trưng hà nội, teacher of english, english teaching, giáo viên anh ngữ, giáo viên anh văn","giáo dục, đào tạo",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
nhân viên khai thác trong nước,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,Unknown,bưu chính viễn thông,8 tr - 10 tr vnd,8.0,10.0,vnd,9.0
116576 engineering manager quản lý kỹ thuật manufacturing,nhân viên chính thức,quản lý,hồ chí minh,5 - 7 năm,"manager, officier, coordinator, associates accountant, nhân viên mua hàng staff, quản lý kỹ thuật manufacturing, engineering manager, purchasing staff, staff, supervisor, executive, purchasing, specialist","cơ khí, tự động hóa, ô tô, vận hành sản xuất, sản xuất",23 tr - 33 tr vnd,23.0,33.0,vnd,28.0
giám sát vệ sinh công nghiệp dầu giây đồng nai,nhân viên chính thức,"trưởng nhóm , giám sát",đồng nai,2 - 3 năm,"an toan moi truong, nhân viên môi trường, hse executive, chuyên viên môi trường, quản lý môi trường, giám sát vệ sinh công nghiệp dầu giây đồng nai, ky thuat moi truong, environmental officer, kỹ sư môi trường","thư ký, nhân sự, hành chính, dịch vụ khách hàng",8 tr - 10 tr vnd,8.0,10.0,vnd,9.0
chuyên viên cao cấp qhkh cá nhân cn gia lai,nhân viên chính thức,nhân viên,gia lai,1 - 2 năm,"nhân viên kinh doanh bảo hiểm, nhân viên ngân hàng, nhân viên bán hàng trực tiếp, cho vay thế chấp, chuyên viên quan hệ khách hàng, chuyên viên cho thuê tài chính, nhân viên kinh doanh bất động sản, nhân viên tín dụng, nhân viên kinh doanh chăm sóc khách hàng, chuyên viên quản lý quan hệ khách hàng cá nhân","ngân hàng, đầu tư, kinh doanh, bán hàng, tài chính",10 tr - 20 tr vnd,10.0,20.0,vnd,15.0
giao dịch viên tài chính tại pnj nhơn trạch đồng nai,nhân viên chính thức,nhân viên,đồng nai,lên đến 1 năm,"giao dịch, tư vấn, nhân viên chăm sóc khách hàng, pnj, tài chính","kinh doanh, bán hàng, tư vấn, dịch vụ khách hàng",9 tr - 20 tr vnd,9.0,20.0,vnd,14.5
sales engineer,nhân viên chính thức,nhân viên,hà nội,trên 2 năm,"kỹ sư kinh doanh, service engineer, sales engineer, kỹ sư bán hàng","cơ khí, tự động hóa, kinh doanh, ô tô, bán hàng, vận hành sản xuất, sản xuất",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
nhân viên editor,nhân viên chính thức,nhân viên,hà nội,1 - 3 năm,Unknown,"truyền hình, marketing, biên tập, nghệ thuật, thiết kế, mỹ thuật, tiếp thị, báo chí",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
chuyên viên tuyển sinh ocean edu xuân mai thu nhập hấp dẫn từ 13 triệu tháng phỏng vấn đi làm ngay,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,"tháng phỏng vấn đi làm ngay, chuyên viên tuyển sinh ocean edu xuân mai thu nhập hấp dẫn từ triệu","kinh doanh, bán hàng, tư vấn, dịch vụ khách hàng",13 tr - 15 tr vnd,13.0,15.0,vnd,14.0
trợ lý kinh doanh kênh bán lẻ retail sales admin,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"trợ lý kinh doanh kênh bán lẻ retail sales admin, sales assistant, trợ lý phòng kinh doanh và giao nhận, trợ lý điều hành kinh doanh","bán sỉ, thương mại điện tử, bán lẻ, kinh doanh, bán hàng","8,5 tr - 10 tr vnd",8.5,10.0,vnd,9.25
process engineer supervisor,nhân viên chính thức,"trưởng nhóm , giám sát",bắc ninh,2 - 3 năm,Unknown,"in ấn, vận hành sản xuất, sản xuất, xuất bản",trên 15 tr vnd,15.0,0.0,vnd,7.5
te engineer,nhân viên chính thức,nhân viên,bình dương,1 - 2 năm,"nhân viên kiểm thử phần mềm, chuyên viên kiểm định phần mềm, software tester, qa, electrical engineer, qc, tester, manual tester, automation tester","điện, điện tử, điện lạnh, điện công nghiệp, vận hành sản xuất, sản xuất",8 tr - 12 tr vnd,8.0,12.0,vnd,10.0
recruitment consultant team leader,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,5 - 15 năm,"recruitment executive, chuyên viên tư vấn tuyển dụng, chuyên viên tuyển dụng, trưởng nhóm tuyển dụng, recruitment consultant team leader mass recruitment",nhân sự,15 tr - 25 tr vnd,15.0,25.0,vnd,20.0
digital marketing executive,nhân viên chính thức,nhân viên,hà nội,2 - 5 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, nhân viên marketing, marketing specialist","tiếp thị, marketing",20 tr - 40 tr vnd,20.0,40.0,vnd,30.0
developer ba,nhân viên chính thức,nhân viên,hà nội,3 - 4 năm,Unknown,"cntt - phần cứng, thống kê, mạng, cntt - phần mềm",20 tr - 30 tr vnd,20.0,30.0,vnd,25.0
marketing data analyst,nhân viên chính thức,nhân viên,bình dương,1 - 2 năm,"marketing & data analyst, nhân viên xử lý dữ liệu, data processing specialist, data analyst, data processing officer, data analysis specialist, cộng tác viên xử lý dữ liệu","thực phẩm & đồ uống, đầu tư, kinh doanh, bán hàng, tài chính",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
116114 mechanical design engineer water treatment,nhân viên chính thức,nhân viên,hồ chí minh,3 - 7 năm,"nhân viên phòng khai thác phát triển mẫu, nhân viên cad 3d, họa viên, mechanical design engineer water treatment, web designer, formwork specialist, designer, trợ lý chế tạo khuôn mẫu, exterior, nhân viên thiết kế khuôn mẫu ngành nhựa, nhân viên thiết kế","cơ khí, tự động hóa, ô tô, vận hành sản xuất, sản xuất",25 tr - 27 tr vnd,25.0,27.0,vnd,26.0
technical engineer – chuyên viên kỹ thuật,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,"technical assurance engineer, technical engineer – chuyên viên kỹ thuật, technical support engineer","điện, sửa chữa, bảo trì, điện tử, điện lạnh, điện công nghiệp","600 - 1,000 usd",15.0,25.0,usd,20.0
nhân viên video editor,nhân viên chính thức,nhân viên,hà nội,trên 1 năm,"nhân viên video editor, nhân viên biên tập tin nội bộ, biên tập viên","nghệ thuật, dược phẩm, thiết kế, hóa mỹ phẩm, mỹ thuật",trên 13 tr vnd,13.0,0.0,vnd,6.5
chuyên viên giám sát vận hành gia lai,nhân viên chính thức,nhân viên,gia lai,3 - 10 năm,"commissioning supervisor, chuyên viên giám sát vận hành gia lai, giám sát thử máy, giám sát thử biển","giao nhận, vận chuyển, kho vận",15 tr - 23 tr vnd,15.0,23.0,vnd,19.0
